Date,Open,High,Low,IndexClose,VixClose
2017-01-30,2286.01001,2286.01001,2268.040039,2280.899902,11.88
2017-01-31,2274.02002,2279.090088,2267.209961,2278.870117,11.99
2017-02-01,2285.590088,2289.139893,2272.439941,2279.550049,11.81
2017-02-02,2276.689941,2283.969971,2271.649902,2280.850098,11.93
2017-02-03,2288.540039,2298.310059,2287.879883,2297.419922,10.97
2017-02-06,2294.280029,2296.179932,2288.570068,2292.560059,11.37
2017-02-07,2295.870117,2299.399902,2290.159912,2293.080078,11.29
2017-02-08,2289.550049,2295.909912,2285.379883,2294.669922,11.45
2017-02-09,2296.699951,2311.080078,2296.610107,2307.870117,10.88
2017-02-10,2312.27002,2319.22998,2311.100098,2316.100098,10.85
2017-02-13,2321.719971,2331.580078,2321.419922,2328.25,11.07
2017-02-14,2326.120117,2337.580078,2322.169922,2337.580078,10.74
2017-02-15,2335.580078,2351.300049,2334.810059,2349.25,11.97
2017-02-16,2349.639893,2351.310059,2338.870117,2347.219971,11.76
2017-02-17,2343.01001,2351.159912,2339.580078,2351.159912,11.49
2017-02-21,2354.909912,2366.709961,2354.909912,2365.379883,11.57
2017-02-22,2361.110107,2365.129883,2358.340088,2362.820068,11.74
2017-02-23,2367.5,2368.26001,2355.090088,2363.810059,11.71
2017-02-24,2355.72998,2367.340088,2352.870117,2367.340088,11.47
2017-02-27,2365.22998,2371.540039,2361.870117,2369.75,12.09
2017-02-28,2366.080078,2367.790039,2358.959961,2363.639893,12.92
2017-03-01,2380.129883,2400.97998,2380.129883,2395.959961,12.54
2017-03-02,2394.75,2394.75,2380.169922,2381.919922,11.81
2017-03-03,2380.919922,2383.889893,2375.389893,2383.120117,10.96
2017-03-06,2375.22998,2378.800049,2367.97998,2375.310059,11.24
2017-03-07,2370.73999,2375.120117,2365.51001,2368.389893,11.45
2017-03-08,2369.810059,2373.090088,2361.01001,2362.97998,11.86
2017-03-09,2363.48999,2369.080078,2354.540039,2364.870117,12.3
2017-03-10,2372.52002,2376.860107,2363.040039,2372.600098,11.66
2017-03-13,2371.560059,2374.419922,2368.52002,2373.469971,11.35
2017-03-14,2368.550049,2368.550049,2358.179932,2365.449951,12.3
2017-03-15,2370.340088,2390.01001,2368.939941,2385.26001,11.63
2017-03-16,2387.709961,2388.100098,2377.179932,2381.379883,11.21
2017-03-17,2383.709961,2385.709961,2377.639893,2378.25,11.28
2017-03-20,2378.23999,2379.550049,2369.659912,2373.469971,11.34
2017-03-21,2379.320068,2381.929932,2341.899902,2344.02002,12.47
2017-03-22,2343,2351.810059,2336.449951,2348.449951,12.81
2017-03-23,2345.969971,2358.919922,2342.129883,2345.959961,13.12
2017-03-24,2350.419922,2356.219971,2335.73999,2343.97998,12.96
2017-03-27,2329.110107,2344.899902,2322.25,2341.590088,12.5
2017-03-28,2339.790039,2363.780029,2337.629883,2358.570068,11.53
2017-03-29,2356.540039,2363.360107,2352.939941,2361.129883,11.42
2017-03-30,2361.310059,2370.419922,2358.580078,2368.060059,11.54
2017-03-31,2364.820068,2370.350098,2362.600098,2362.719971,12.37
2017-04-03,2362.340088,2365.870117,2344.72998,2358.840088,12.38
2017-04-04,2354.76001,2360.530029,2350.719971,2360.159912,11.79
2017-04-05,2366.590088,2378.360107,2350.52002,2352.949951,12.89
2017-04-06,2353.790039,2364.159912,2348.899902,2357.48999,12.39
2017-04-07,2356.590088,2363.76001,2350.73999,2355.540039,12.87
2017-04-10,2357.159912,2366.370117,2351.5,2357.159912,14.05
2017-04-11,2353.919922,2355.219971,2337.25,2353.780029,15.07
2017-04-12,2352.149902,2352.719971,2341.179932,2344.929932,15.77
2017-04-13,2341.97998,2348.26001,2328.949951,2328.949951,15.96
2017-04-17,2332.620117,2349.139893,2332.51001,2349.01001,14.66
2017-04-18,2342.530029,2348.350098,2334.540039,2342.189941,14.42
2017-04-19,2346.790039,2352.629883,2335.050049,2338.169922,14.93
2017-04-20,2342.689941,2361.370117,2340.909912,2355.840088,14.15
2017-04-21,2354.73999,2356.179932,2344.51001,2348.689941,14.63
2017-04-24,2370.330078,2376.97998,2369.189941,2374.149902,10.84
2017-04-25,2381.51001,2392.47998,2381.149902,2388.610107,10.76
2017-04-26,2388.97998,2398.159912,2386.780029,2387.449951,10.85
2017-04-27,2389.699951,2392.100098,2382.679932,2388.77002,10.36
2017-04-28,2393.679932,2393.679932,2382.360107,2384.199951,10.82
2017-05-01,2388.5,2394.48999,2384.830078,2388.330078,10.11
2017-05-02,2391.050049,2392.929932,2385.820068,2391.169922,10.59
2017-05-03,2386.5,2389.820068,2379.75,2388.129883,10.68
2017-05-04,2389.790039,2391.429932,2380.350098,2389.52002,10.46
2017-05-05,2392.370117,2399.290039,2389.379883,2399.290039,10.57
2017-05-08,2399.939941,2401.360107,2393.919922,2399.379883,9.77
2017-05-09,2401.580078,2403.870117,2392.439941,2396.919922,9.96
2017-05-10,2396.790039,2399.73999,2392.790039,2399.629883,10.21
2017-05-11,2394.840088,2395.719971,2381.73999,2394.439941,10.6
2017-05-12,2392.439941,2392.439941,2387.189941,2390.899902,10.4
2017-05-15,2393.97998,2404.050049,2393.939941,2402.320068,10.42
2017-05-16,2404.550049,2405.77002,2396.050049,2400.669922,10.65
2017-05-17,2382.949951,2384.870117,2356.209961,2357.030029,15.59
2017-05-18,2354.689941,2375.73999,2352.719971,2365.719971,14.66
2017-05-19,2371.370117,2389.060059,2370.429932,2381.72998,12.04
2017-05-22,2387.209961,2395.459961,2386.919922,2394.02002,10.93
2017-05-23,2397.040039,2400.850098,2393.879883,2398.419922,10.72
2017-05-24,2401.409912,2405.580078,2397.98999,2404.389893,10.02
2017-05-25,2409.540039,2418.709961,2408.01001,2415.070068,9.99
2017-05-26,2414.5,2416.679932,2412.199951,2415.820068,9.81
2017-05-30,2411.669922,2415.26001,2409.429932,2412.909912,10.38
2017-05-31,2415.629883,2415.98999,2403.590088,2411.800049,10.41
2017-06-01,2415.649902,2430.060059,2413.540039,2430.060059,9.89
2017-06-02,2431.280029,2440.22998,2427.709961,2439.070068,9.75
2017-06-05,2437.830078,2439.550049,2434.320068,2436.100098,10.07
2017-06-06,2431.919922,2436.209961,2428.120117,2429.330078,10.45
2017-06-07,2432.030029,2435.280029,2424.75,2433.139893,10.39
2017-06-08,2434.27002,2439.27002,2427.939941,2433.790039,10.16
2017-06-09,2436.389893,2446.199951,2415.699951,2431.77002,10.7
2017-06-12,2425.879883,2430.379883,2419.969971,2429.389893,11.46
2017-06-13,2434.149902,2441.48999,2431.280029,2440.350098,10.42
2017-06-14,2443.75,2443.75,2428.340088,2437.919922,10.64
2017-06-15,2424.139893,2433.949951,2418.530029,2432.459961,10.9
2017-06-16,2431.23999,2433.149902,2422.879883,2433.149902,10.38
2017-06-19,2442.550049,2453.820068,2441.790039,2453.459961,10.37
2017-06-20,2450.659912,2450.659912,2436.600098,2437.030029,10.86
2017-06-21,2439.310059,2442.22998,2430.73999,2435.610107,10.75
2017-06-22,2437.399902,2441.620117,2433.27002,2434.5,10.48
2017-06-23,2434.649902,2441.399902,2431.110107,2438.300049,10.02
2017-06-26,2443.320068,2450.419922,2437.030029,2439.070068,9.9
2017-06-27,2436.340088,2440.149902,2419.379883,2419.379883,11.06
2017-06-28,2428.699951,2442.969971,2428.02002,2440.689941,10.03
2017-06-29,2442.379883,2442.72998,2405.699951,2419.699951,11.44
2017-06-30,2429.199951,2432.709961,2421.649902,2423.409912,11.18
2017-07-03,2431.389893,2439.169922,2428.689941,2429.01001,11.22
2017-07-05,2430.780029,2434.899902,2422.050049,2432.540039,11.07
2017-07-06,2423.439941,2424.280029,2407.699951,2409.75,12.54
2017-07-07,2413.52002,2426.919922,2413.52002,2425.179932,11.19
2017-07-10,2424.51001,2432,2422.27002,2427.429932,11.11
2017-07-11,2427.350098,2429.300049,2412.790039,2425.530029,10.89
2017-07-12,2435.75,2445.76001,2435.75,2443.25,10.3
2017-07-13,2444.98999,2449.320068,2441.689941,2447.830078,9.9
2017-07-14,2449.159912,2463.540039,2446.689941,2459.27002,9.51
2017-07-17,2459.5,2462.820068,2457.159912,2459.139893,9.82
2017-07-18,2455.879883,2460.919922,2450.340088,2460.610107,9.89
2017-07-19,2463.850098,2473.830078,2463.850098,2473.830078,9.79
2017-07-20,2475.560059,2477.620117,2468.429932,2473.449951,9.58
2017-07-21,2467.399902,2472.540039,2465.060059,2472.540039,9.36
2017-07-24,2472.040039,2473.100098,2466.320068,2469.909912,9.43
2017-07-25,2477.879883,2481.23999,2474.909912,2477.129883,9.43
2017-07-26,2479.969971,2481.689941,2474.939941,2477.830078,9.6
2017-07-27,2482.76001,2484.040039,2459.929932,2475.419922,10.11
2017-07-28,2469.120117,2473.530029,2464.659912,2472.100098,10.29
2017-07-31,2475.939941,2477.959961,2468.530029,2470.300049,10.26
2017-08-01,2477.100098,2478.51001,2471.139893,2476.350098,10.09
2017-08-02,2480.379883,2480.379883,2466.47998,2477.570068,10.28
2017-08-03,2476.030029,2476.030029,2468.850098,2472.159912,10.44
2017-08-04,2476.879883,2480,2472.080078,2476.830078,10.03
2017-08-07,2477.139893,2480.949951,2475.879883,2480.909912,9.93
2017-08-08,2478.350098,2490.870117,2470.320068,2474.919922,10.96
2017-08-09,2465.350098,2474.409912,2462.080078,2474.02002,11.11
2017-08-10,2465.379883,2465.379883,2437.75,2438.209961,16.040001
2017-08-11,2441.040039,2448.090088,2437.850098,2441.320068,15.51
2017-08-14,2454.959961,2468.219971,2454.959961,2465.840088,12.33
2017-08-15,2468.659912,2468.899902,2461.610107,2464.610107,12.04
2017-08-16,2468.629883,2474.929932,2463.860107,2468.110107,11.74
2017-08-17,2462.949951,2465.02002,2430.01001,2430.01001,15.55
2017-08-18,2427.639893,2440.27002,2420.689941,2425.550049,14.26
2017-08-21,2425.5,2430.580078,2417.350098,2428.370117,13.19
2017-08-22,2433.75,2454.77002,2433.669922,2452.51001,11.35
2017-08-23,2444.879883,2448.909912,2441.419922,2444.040039,12.25
2017-08-24,2447.909912,2450.389893,2436.189941,2438.969971,12.23
2017-08-25,2444.719971,2453.959961,2442.219971,2443.050049,11.28
2017-08-28,2447.350098,2449.120117,2439.030029,2444.23999,11.32
2017-08-29,2431.939941,2449.189941,2428.199951,2446.300049,11.7
2017-08-30,2446.060059,2460.310059,2443.77002,2457.590088,11.22
2017-08-31,2462.649902,2475.01001,2462.649902,2471.649902,10.59
2017-09-01,2474.419922,2480.379883,2473.850098,2476.550049,10.13
2017-09-05,2470.350098,2471.969971,2446.550049,2457.850098,12.23
2017-09-06,2463.830078,2469.639893,2459.199951,2465.540039,11.63
2017-09-07,2468.060059,2468.620117,2460.290039,2465.100098,11.55
2017-09-08,2462.25,2467.110107,2459.399902,2461.429932,12.12
2017-09-11,2474.52002,2488.949951,2474.52002,2488.110107,10.73
2017-09-12,2491.939941,2496.77002,2490.370117,2496.47998,10.58
2017-09-13,2493.889893,2498.370117,2492.139893,2498.370117,10.5
2017-09-14,2494.560059,2498.429932,2491.350098,2495.620117,10.44
2017-09-15,2495.669922,2500.22998,2493.159912,2500.22998,10.17
2017-09-18,2502.51001,2508.320068,2499.919922,2503.870117,10.15
2017-09-19,2506.290039,2507.840088,2503.189941,2506.649902,10.18
2017-09-20,2506.840088,2508.850098,2496.669922,2508.23999,9.78
2017-09-21,2507.159912,2507.159912,2499,2500.600098,9.67
2017-09-22,2497.26001,2503.469971,2496.540039,2502.219971,9.59
2017-09-25,2499.389893,2502.540039,2488.030029,2496.659912,10.21
2017-09-26,2501.040039,2503.51001,2495.120117,2496.840088,10.17
2017-09-27,2503.300049,2511.75,2495.909912,2507.040039,9.87
2017-09-28,2503.409912,2510.810059,2502.929932,2510.060059,9.55
2017-09-29,2509.959961,2519.439941,2507.98999,2519.360107,9.51
2017-10-02,2521.199951,2529.22998,2520.399902,2529.120117,9.45
2017-10-03,2530.340088,2535.129883,2528.850098,2534.580078,9.51
2017-10-04,2533.47998,2540.530029,2531.800049,2537.73999,9.63
2017-10-05,2540.860107,2552.51001,2540.02002,2552.070068,9.19
2017-10-06,2547.439941,2549.409912,2543.790039,2549.330078,9.65
2017-10-09,2551.389893,2551.820068,2541.600098,2544.72998,10.33
2017-10-10,2549.98999,2555.22998,2544.860107,2550.639893,10.08
2017-10-11,2550.620117,2555.23999,2547.949951,2555.23999,9.85
2017-10-12,2552.879883,2555.330078,2548.310059,2550.929932,9.91
2017-10-13,2555.659912,2557.649902,2552.090088,2553.169922,9.61
2017-10-16,2555.570068,2559.469971,2552.639893,2557.639893,9.91
2017-10-17,2557.169922,2559.709961,2554.689941,2559.360107,10.31
2017-10-18,2562.870117,2564.110107,2559.669922,2561.26001,10.07
2017-10-19,2553.389893,2562.360107,2547.919922,2562.100098,10.05
2017-10-20,2567.560059,2575.439941,2567.560059,2575.209961,9.97
2017-10-23,2578.080078,2578.290039,2564.330078,2564.97998,11.07
2017-10-24,2568.659912,2572.179932,2565.580078,2569.129883,11.16
2017-10-25,2566.52002,2567.399902,2544,2557.149902,11.23
2017-10-26,2560.080078,2567.070068,2559.800049,2560.399902,11.3
2017-10-27,2570.26001,2582.97998,2565.939941,2581.070068,9.8
2017-10-30,2577.75,2580.030029,2568.25,2572.830078,10.5
2017-10-31,2575.98999,2578.290039,2572.149902,2575.26001,10.18
2017-11-01,2583.209961,2588.399902,2574.919922,2579.360107,10.2
2017-11-02,2579.459961,2581.110107,2566.169922,2579.850098,9.93
2017-11-03,2581.929932,2588.419922,2576.77002,2587.840088,9.14
2017-11-06,2587.469971,2593.379883,2585.659912,2591.129883,9.4
2017-11-07,2592.110107,2597.02002,2584.350098,2590.639893,9.89
2017-11-08,2588.709961,2595.469971,2585.02002,2594.379883,9.78
2017-11-09,2584,2586.5,2566.330078,2584.620117,10.5
2017-11-10,2580.179932,2583.810059,2575.570068,2582.300049,11.29
2017-11-13,2576.530029,2587.659912,2574.47998,2584.840088,11.5
2017-11-14,2577.75,2579.659912,2566.560059,2578.870117,11.59
2017-11-15,2569.449951,2572.840088,2557.449951,2564.620117,13.13
2017-11-16,2572.949951,2590.090088,2572.949951,2585.639893,11.76
2017-11-17,2582.939941,2583.959961,2577.620117,2578.850098,11.43
2017-11-20,2579.48999,2584.639893,2578.23999,2582.139893,10.65
2017-11-21,2589.169922,2601.189941,2589.169922,2599.030029,9.73
2017-11-22,2600.310059,2600.939941,2595.22998,2597.080078,9.88
2017-11-24,2600.419922,2604.209961,2600.419922,2602.419922,9.67
2017-11-27,2602.659912,2606.409912,2598.870117,2601.419922,9.87
2017-11-28,2605.939941,2627.689941,2605.439941,2627.040039,10.03
2017-11-29,2627.820068,2634.889893,2620.320068,2626.070068,10.7
2017-11-30,2633.929932,2657.73999,2633.929932,2647.580078,11.28
2017-12-01,2645.100098,2650.620117,2605.52002,2642.219971,11.43
2017-12-04,2657.189941,2665.189941,2639.030029,2639.439941,11.68
2017-12-05,2639.780029,2648.719971,2627.72998,2629.570068,11.33
2017-12-06,2626.23999,2634.409912,2624.75,2629.27002,11.02
2017-12-07,2628.379883,2640.98999,2626.530029,2636.97998,10.16
2017-12-08,2646.209961,2651.649902,2644.100098,2651.5,9.58
2017-12-11,2652.189941,2660.330078,2651.469971,2659.98999,9.34
2017-12-12,2661.72998,2669.719971,2659.780029,2664.110107,9.92
2017-12-13,2667.590088,2671.879883,2662.850098,2662.850098,10.18
2017-12-14,2665.870117,2668.090088,2652.01001,2652.01001,10.49
2017-12-15,2660.629883,2679.629883,2659.139893,2675.810059,9.42
2017-12-18,2685.919922,2694.969971,2685.919922,2690.159912,9.53
2017-12-19,2692.709961,2694.439941,2680.73999,2681.469971,10.03
2017-12-20,2688.179932,2691.01001,2676.110107,2679.25,9.72
2017-12-21,2683.02002,2692.639893,2682.399902,2684.570068,9.62
2017-12-22,2684.219971,2685.350098,2678.129883,2683.340088,9.9
2017-12-26,2679.090088,2682.73999,2677.959961,2680.5,10.25
2017-12-27,2682.100098,2685.639893,2678.909912,2682.620117,10.47
2017-12-28,2686.100098,2687.659912,2682.689941,2687.540039,10.18
2017-12-29,2689.149902,2692.120117,2673.610107,2673.610107,11.04
2018-01-02,2683.72998,2695.889893,2682.360107,2695.810059,9.77
2018-01-03,2697.850098,2714.370117,2697.77002,2713.060059,9.15
2018-01-04,2719.310059,2729.290039,2719.070068,2723.98999,9.22
2018-01-05,2731.330078,2743.449951,2727.919922,2743.149902,9.22
2018-01-08,2742.669922,2748.51001,2737.600098,2747.709961,9.52
2018-01-09,2751.149902,2759.139893,2747.860107,2751.290039,10.08
2018-01-10,2745.550049,2750.800049,2736.060059,2748.22998,9.82
2018-01-11,2752.969971,2767.560059,2752.780029,2767.560059,9.88
2018-01-12,2770.179932,2787.850098,2769.639893,2786.23999,10.16
2018-01-16,2798.959961,2807.540039,2768.639893,2776.419922,11.66
2018-01-17,2784.98999,2807.040039,2778.379883,2802.560059,11.91
2018-01-18,2802.399902,2805.830078,2792.560059,2798.030029,12.22
2018-01-19,2802.600098,2810.330078,2798.080078,2810.300049,11.27
2018-01-22,2809.159912,2833.030029,2808.120117,2832.969971,11.03
2018-01-23,2835.050049,2842.23999,2830.590088,2839.129883,11.1
2018-01-24,2845.419922,2852.969971,2824.810059,2837.540039,11.47
2018-01-25,2846.23999,2848.560059,2830.939941,2839.25,11.58
2018-01-26,2847.47998,2872.870117,2846.179932,2872.870117,11.08
2018-01-29,2867.22998,2870.620117,2851.47998,2853.530029,13.84
2018-01-30,2832.73999,2837.75,2818.27002,2822.429932,14.79
2018-01-31,2832.409912,2839.26001,2813.040039,2823.810059,13.54
2018-02-01,2816.449951,2835.959961,2812.699951,2821.97998,13.47
2018-02-02,2808.919922,2808.919922,2759.969971,2762.129883,17.309999
2018-02-05,2741.060059,2763.389893,2638.169922,2648.939941,37.32
2018-02-06,2614.780029,2701.040039,2593.070068,2695.139893,29.98
2018-02-07,2690.949951,2727.669922,2681.330078,2681.659912,27.73
2018-02-08,2685.01001,2685.27002,2580.560059,2581,33.459999
2018-02-09,2601.780029,2638.669922,2532.689941,2619.550049,29.059999
2018-02-12,2636.75,2672.610107,2622.449951,2656,25.610001
2018-02-13,2646.27002,2668.840088,2637.080078,2662.939941,24.969999
2018-02-14,2651.209961,2702.100098,2648.870117,2698.629883,19.26
2018-02-15,2713.459961,2731.51001,2689.820068,2731.199951,19.129999
2018-02-16,2727.139893,2754.419922,2725.110107,2732.219971,19.459999
2018-02-20,2722.98999,2737.600098,2706.76001,2716.26001,20.6
2018-02-21,2720.530029,2747.75,2701.290039,2701.330078,20.02
2018-02-22,2710.419922,2731.26001,2697.77002,2703.959961,18.719999
2018-02-23,2715.800049,2747.76001,2713.73999,2747.300049,16.49
2018-02-26,2757.370117,2780.639893,2753.780029,2779.600098,15.8
2018-02-27,2780.449951,2789.149902,2744.219971,2744.280029,18.59
2018-02-28,2753.780029,2761.52002,2713.540039,2713.830078,19.85
2018-03-01,2715.219971,2730.889893,2659.649902,2677.669922,22.469999
2018-03-02,2658.889893,2696.25,2647.320068,2691.25,19.59
2018-03-05,2681.060059,2728.090088,2675.75,2720.939941,18.73
2018-03-06,2730.179932,2732.080078,2711.26001,2728.120117,18.360001
2018-03-07,2710.179932,2730.600098,2701.73999,2726.800049,17.76
2018-03-08,2732.75,2740.449951,2722.649902,2738.969971,16.540001
2018-03-09,2752.909912,2786.570068,2751.540039,2786.570068,14.64
2018-03-12,2790.540039,2796.97998,2779.26001,2783.02002,15.78
2018-03-13,2792.310059,2801.899902,2758.679932,2765.310059,16.35
2018-03-14,2774.060059,2777.110107,2744.379883,2749.47998,17.23
2018-03-15,2754.27002,2763.030029,2741.469971,2747.330078,16.59
2018-03-16,2750.570068,2761.850098,2749.969971,2752.01001,15.8
2018-03-19,2741.379883,2741.379883,2694.590088,2712.919922,19.02
2018-03-20,2715.050049,2724.219971,2710.050049,2716.939941,18.200001
2018-03-21,2714.98999,2739.139893,2709.790039,2711.929932,17.860001
2018-03-22,2691.360107,2695.679932,2641.590088,2643.689941,23.34
2018-03-23,2646.709961,2657.669922,2585.889893,2588.26001,24.870001
2018-03-26,2619.350098,2661.360107,2601.810059,2658.550049,21.030001
2018-03-27,2667.570068,2674.780029,2596.120117,2612.620117,22.5
2018-03-28,2611.300049,2632.649902,2593.060059,2605,22.870001
2018-03-29,2614.409912,2659.070068,2609.719971,2640.870117,19.969999
2018-04-02,2633.449951,2638.300049,2553.800049,2581.879883,23.620001
2018-04-03,2592.169922,2619.139893,2575.48999,2614.449951,21.1
2018-04-04,2584.040039,2649.860107,2573.610107,2644.689941,20.059999
2018-04-05,2657.360107,2672.080078,2649.580078,2662.840088,18.940001
2018-04-06,2645.820068,2656.879883,2586.27002,2604.469971,21.49
2018-04-09,2617.179932,2653.550049,2610.790039,2613.159912,21.77
2018-04-10,2638.409912,2665.449951,2635.780029,2656.870117,20.469999
2018-04-11,2643.889893,2661.429932,2639.25,2642.189941,20.24
2018-04-12,2653.830078,2674.719971,2653.830078,2663.98999,18.49
2018-04-13,2676.899902,2680.26001,2645.050049,2656.300049,17.41
2018-04-16,2670.100098,2686.48999,2665.159912,2677.840088,16.559999
2018-04-17,2692.73999,2713.340088,2692.050049,2706.389893,15.25
2018-04-18,2710.110107,2717.48999,2703.629883,2708.639893,15.6
2018-04-19,2701.159912,2702.840088,2681.899902,2693.129883,15.96
2018-04-20,2692.560059,2693.939941,2660.610107,2670.139893,16.879999
2018-04-23,2675.399902,2682.860107,2657.98999,2670.290039,16.34
2018-04-24,2680.800049,2683.550049,2617.320068,2634.560059,18.02
2018-04-25,2634.919922,2645.300049,2612.669922,2639.399902,17.84
2018-04-26,2651.649902,2676.47998,2647.159912,2666.939941,16.24
2018-04-27,2675.469971,2677.350098,2659.01001,2669.909912,15.41
2018-04-30,2682.51001,2682.870117,2648.040039,2648.050049,15.93
2018-05-01,2642.959961,2655.27002,2625.409912,2654.800049,15.49
2018-05-02,2654.23999,2660.870117,2631.699951,2635.669922,15.97
2018-05-03,2628.080078,2637.139893,2594.620117,2629.72998,15.9
2018-05-04,2621.449951,2670.929932,2615.320068,2663.419922,14.77
2018-05-07,2680.340088,2683.350098,2664.699951,2672.629883,14.75
2018-05-08,2670.26001,2676.340088,2655.199951,2671.919922,14.71
2018-05-09,2678.120117,2701.27002,2674.139893,2697.790039,13.42
2018-05-10,2705.02002,2726.110107,2704.540039,2723.070068,13.23
2018-05-11,2722.699951,2732.860107,2717.449951,2727.719971,12.65
2018-05-14,2738.469971,2742.100098,2725.469971,2730.129883,12.93
2018-05-15,2718.590088,2718.590088,2701.909912,2711.449951,14.63
2018-05-16,2712.620117,2727.76001,2712.169922,2722.459961,13.42
2018-05-17,2719.709961,2731.959961,2711.360107,2720.129883,13.43
2018-05-18,2717.350098,2719.5,2709.179932,2712.969971,13.42
2018-05-21,2735.389893,2739.189941,2725.699951,2733.01001,13.08
2018-05-22,2738.340088,2742.23999,2721.879883,2724.439941,13.22
2018-05-23,2713.97998,2733.330078,2709.540039,2733.290039,12.58
2018-05-24,2730.939941,2731.969971,2707.379883,2727.76001,12.53
2018-05-25,2723.600098,2727.360107,2714.98999,2721.330078,13.22
2018-05-29,2705.110107,2710.669922,2676.810059,2689.860107,17.02
2018-05-30,2702.429932,2729.340088,2702.429932,2724.01001,14.94
2018-05-31,2720.97998,2722.5,2700.679932,2705.27002,15.43
2018-06-01,2718.699951,2736.929932,2718.699951,2734.620117,13.46
2018-06-04,2741.669922,2749.159912,2740.540039,2746.870117,12.74
2018-06-05,2748.459961,2752.610107,2739.51001,2748.800049,12.4
2018-06-06,2753.25,2772.389893,2748.459961,2772.350098,11.64
2018-06-07,2774.840088,2779.899902,2760.159912,2770.370117,12.13
2018-06-08,2765.840088,2779.389893,2763.590088,2779.030029,12.18
2018-06-11,2780.179932,2790.209961,2780.169922,2782,12.35
2018-06-12,2785.600098,2789.800049,2778.780029,2786.850098,12.34
2018-06-13,2787.939941,2791.469971,2774.649902,2775.629883,12.94
2018-06-14,2783.209961,2789.060059,2776.52002,2782.48999,12.12
2018-06-15,2777.780029,2782.810059,2761.72998,2779.659912,11.98
2018-06-18,2765.790039,2774.98999,2757.120117,2773.75,12.31
2018-06-19,2752.01001,2765.050049,2743.189941,2762.590088,13.35
2018-06-20,2769.72998,2774.860107,2763.909912,2767.320068,12.79
2018-06-21,2769.280029,2769.280029,2744.389893,2749.76001,14.64
2018-06-22,2760.790039,2764.169922,2752.679932,2754.879883,13.77
2018-06-25,2742.939941,2742.939941,2698.669922,2717.070068,17.33
2018-06-26,2722.120117,2732.909912,2715.600098,2723.060059,15.92
2018-06-27,2728.449951,2746.090088,2699.379883,2699.629883,17.91
2018-06-28,2698.689941,2724.340088,2691.98999,2716.310059,16.85
2018-06-29,2727.129883,2743.26001,2718.030029,2718.370117,16.09
2018-07-02,2704.949951,2727.26001,2698.949951,2726.709961,15.6
2018-07-03,2733.27002,2736.580078,2711.159912,2713.219971,16.139999
2018-07-05,2724.189941,2737.830078,2716.02002,2736.610107,14.97
2018-07-06,2737.679932,2764.409912,2733.52002,2759.820068,13.37
2018-07-09,2775.620117,2784.649902,2770.72998,2784.169922,12.69
2018-07-10,2788.560059,2795.580078,2786.23999,2793.840088,12.64
2018-07-11,2779.820068,2785.909912,2770.77002,2774.02002,13.63
2018-07-12,2783.139893,2799.219971,2781.530029,2798.290039,12.58
2018-07-13,2796.929932,2804.530029,2791.689941,2801.310059,12.18
2018-07-16,2797.360107,2801.189941,2793.389893,2798.429932,12.83
2018-07-17,2789.340088,2814.189941,2789.23999,2809.550049,12.06
2018-07-18,2811.350098,2816.76001,2805.889893,2815.620117,12.1
2018-07-19,2809.370117,2812.050049,2799.77002,2804.48999,12.87
2018-07-20,2804.550049,2809.699951,2800.01001,2801.830078,12.86
2018-07-23,2799.169922,2808.610107,2795.139893,2806.97998,12.62
2018-07-24,2820.679932,2829.98999,2811.120117,2820.399902,12.41
2018-07-25,2817.72998,2848.030029,2817.72998,2846.070068,12.29
2018-07-26,2835.48999,2845.570068,2835.26001,2837.439941,12.14
